depo_kod;urun_kod;stok
9001;1028127;1
9001;1028177;3
9001;1028191;85
9001;1028202;1358
9001;1028203;1025
9001;1028226;2741
9001;1028227;1745
9001;1028229;1017
9001;1028230;2570
9001;1028232;3946
9001;1028233;5060
9001;1028235;450
9001;1028238;35
9001;1028244;46
9001;1028246;61
9001;1028247;19
9001;1028276;1
9001;1028285;2
9001;1028289;1
9001;1028291;1
9001;1028292;8
9001;1028297;2
9001;1028300;42
9001;1028301;5
9001;1028303;8
9001;1028304;483
9001;1028319;1908
9001;1028320;743
9001;1028322;3
9001;1028324;1
9001;1028327;3
9001;1028328;96
9001;1028333;3
9001;1028349;480
9001;1028378;29
9001;1028379;35
9001;1028380;5
9001;1028381;19
9001;1028388;9
9001;1028391;3
9001;1028392;3
9001;1028409;548
9001;1028426;922
9001;1028427;3
9001;1028448;618
9001;1028449;358
9001;1028452;4
9001;1028455;5
9001;1028456;4
9001;1028460;163
9001;1028462;29
9001;1028464;11
9001;1028466;12
9001;1028472;118
9001;1028473;38
9001;1028485;323
9001;1028487;133
9001;1028489;608
9001;1028494;297
9001;1028551;768
9001;1028552;19118
9001;1028564;1
9001;1028573;1
9001;1028575;2
9001;1028601;3366
9001;1028621;30
9001;1028703;1
9001;1028705;300
9001;1028708;288
9001;1028710;26
9001;1028711;120
9001;1028726;7
9001;1028727;299
9001;1028740;21
9001;1028752;233
9001;1028779;1
9001;1028780;48
9001;1028781;20
9001;1028782;1
9001;1028783;195
9001;1028784;281
9001;1028785;2
9001;1028786;34
9001;1028792;123
9001;1028796;250
9001;1028806;413
9001;1028817;1
9001;1028818;2
9001;1028853;149
9001;1028854;6
9001;1028855;25
9001;1028857;150
9001;1028859;151
9001;1028860;603
9001;1028861;121
9001;1028868;355
9001;1028869;508
9001;1028870;360
9001;1028879;327
9001;1028885;2
9001;1028886;318
9001;1028892;248
9001;1028899;4
9001;1028902;14
9001;1028905;553
9001;1028927;3
9001;1028931;1
9001;1028935;702
9001;1028936;275
9001;1028941;645
9001;1028943;57
9001;1028946;1
9001;1028949;9
9001;1028950;40
9001;1028952;3
9001;1028953;60
9001;1028954;1077
9001;1028957;1425
9001;1028958;3
9001;1028962;72
9001;1028969;392
9001;1028970;1
9001;1028972;156
9001;1028975;1213
9001;1028976;785
9001;1028977;443
9001;1028978;981
9001;1028982;13
9001;1028983;5425
9001;1028995;1
9001;1028997;9
9001;1028998;11
9001;1028999;6
9001;1029003;3
9001;1029006;36
9001;1029015;24
9001;1029018;2
9001;1029019;1
9001;1029020;1
9001;1029023;90
9001;1029038;93
9001;1029054;3
9001;1029056;1
9001;1029063;3
9001;1029065;2
9001;1029066;1
9001;1029071;313
9001;1029072;220
9001;1029073;131
9001;1029080;1283
9001;1029081;3122
9001;1029082;543
9001;1029083;185
9001;1029085;134
9001;1029086;133
9001;1029090;416
9001;1029091;616
9001;1029169;82
9001;1029171;79
9001;1029172;66
9001;1029173;63
9001;1029174;77
9001;1029175;67
9001;1029176;89
9001;1029181;3
9001;1029183;1
9001;1029187;254
9001;1029188;64
9001;1029189;52
9001;1029190;56
9001;1029191;49
9001;1029256;133
9001;1029257;62
9001;1029259;59
9001;1029270;6
9001;1029274;60
9001;1029282;12
9001;1029283;57
9001;1029286;27
9001;1029290;642
9001;1029319;926
9001;1029320;705
9001;1029324;9
9001;1029337;1774
9001;1029338;512
9001;1029339;1491
9001;1029340;816
9001;1029341;148
9001;1029342;858
9001;1029343;78
9001;1029344;3
9001;1029345;800
9001;1029346;932
9001;1029347;613
9001;1029349;942
9001;1029350;1048
9001;1029351;48
9001;1029353;6
9001;1029355;145
9001;1029357;8
9001;1029359;295
9001;1029360;8
9001;1029363;1
9001;1029366;60
9001;1029368;69
9001;1029369;228
9001;1029382;63
9001;1029403;15855
9001;1029417;72
9001;1029419;576
9001;1029432;26
9001;1029434;1
9001;1029437;11
9001;1029445;302
9001;1029446;373
9001;1029447;1153
9001;1029471;3
9001;1029499;7
9001;1029501;9
9001;1029512;55
9001;1029515;16
9001;1029525;324
9001;1029526;288
9001;1029527;12
9001;1029528;3
9001;1029529;210
9001;1029531;117
9001;1029534;73
9001;1029536;288
9001;1029537;361
9001;1029538;230
9001;1029539;360
9001;1029549;4
9001;1029576;144
9001;1029581;242
9001;1029582;207
9001;1029583;5
9001;1029584;170
9001;1029585;155
9001;1029590;1
9001;1029591;1
9001;1029592;1
9001;1029593;2
9001;1029601;3
9001;1029602;4
9001;1029603;4
9001;1029605;4
9001;1029606;1
9001;1029611;47
9001;1029612;805
9001;1029615;270
9001;1029616;102
9001;1029621;1
9001;1029622;5
9001;1029623;184
9001;1029733;93
9001;1029736;498
9001;1029741;1
9001;1029742;602
9001;1029743;576
9001;1029752;8
9001;1029773;480
9001;1029777;51
9001;1029778;6
9001;1029780;1
9001;1029781;299
9001;1029782;78
9001;1029783;190
9001;1029784;300
9001;1029785;210
9001;1029813;31
9001;1029816;435
9001;1029817;335
9001;1029818;37
9001;1029820;180
9001;1029830;102
9001;1029831;1
9001;1029832;93
9001;1029844;284
9001;1029853;12
9001;1029854;459
9001;1029856;28
9001;1029871;1766
9001;1029876;42
9001;1029885;663
9001;1029899;511
9001;1029904;3
9001;1029906;699
9001;1029908;1
9001;1029971;1
9001;1029972;3
9001;1029983;9
9001;1029988;72
9001;1029989;233
9001;1029990;129
9001;1029998;216
9001;1029999;258
9001;1030000;95
9001;1030001;985
9001;1030003;185
9001;1030006;3
9001;1030035;4
9001;1030036;452
9001;1030044;401
9001;1030045;7
9001;1030046;60
9001;1030047;3
9001;1030049;3
9001;1030055;180
9001;1030056;240
9001;1030087;1530
9001;1030088;283
9001;1030089;752
9001;1030090;180
9001;1030091;533
9001;1030092;180
9001;1030094;413
9001;1030105;17
9001;1030112;1282
9001;1030113;1165
9001;1030114;270
9001;1030115;2
9001;1030116;1
9001;1030118;842
9001;1030125;166
9001;1030126;256
9001;1030132;3
9001;1030133;699
9001;1030137;165
9001;1030139;106
9001;1030148;108
9001;1030149;105
9001;1030150;102
9001;1030183;2
9001;1030185;2
9001;1030197;1
9001;1030227;654
9001;1030230;219
9001;1030231;520
9001;1030232;114
9001;1030241;2506
9001;1030242;240
9001;1030246;693
9001;1030248;310
9001;1030260;4
9001;1030271;510
9001;1030272;456
9001;1030273;8
9001;1030303;148
9001;1030304;1563
9001;1030308;5
9001;1030311;65
9001;1030312;32
9001;1030313;8
9001;1030314;4
9001;1030315;21
9001;1030316;36
9001;1030317;21
9001;1030318;13
9001;1030320;17
9001;1030321;3
9001;1030322;19
9001;1030323;36
9001;1030324;136
9001;1030326;59
9001;1030327;34
9001;1030329;3
9001;1030330;1
9001;1030332;8
9001;1030333;21
9001;1030334;16
9001;1030335;84
9001;1030336;48
9001;1030338;58
9001;1030339;17
9001;1030340;12
9001;1030341;4
9001;1030342;12
9001;1030343;70
9001;1030344;112
9001;1030345;77
9001;1030347;3
9001;1030348;6
9001;1030349;48
9001;1030352;36
9001;1030353;8
9001;1030354;5
9001;1030356;31
9001;1030357;51
9001;1030358;69
9001;1030360;35
9001;1030361;15
9001;1030362;17
9001;1030363;35
9001;1030364;7
9001;1030365;59
9001;1030366;11
9001;1030368;98
9001;1030380;170
9001;1030381;130
9001;1030389;195
9001;1030390;169
9001;1030391;24
9001;1030393;284
9001;1030395;234
9001;1030397;33
9001;1030399;402
9001;1030400;104
9001;1030402;402
9001;1030405;182
9001;1030407;105
9001;1030408;2
9001;1030413;39
9001;1030414;19
9001;1030416;315
9001;1030417;952
9001;1030420;495
9001;1030454;41
9001;1030456;3087
9001;1030457;2333
9001;1030461;8
9001;1030463;4
9001;1030464;15
9001;1030468;1
9001;1030472;39
9001;1030477;1
9001;1030478;3
9001;1030484;5
9001;1030485;8
9001;1030486;1354
9001;1030488;115
9001;1030494;1
9001;1030498;1
9001;1030504;1
9001;1030510;1
9001;1030512;1
9001;1030513;1
9001;1030516;1
9001;1030519;3
9001;1030529;1
9001;1030538;453
9001;1030561;2226
9001;1030566;2
9001;1030571;199
9001;1030586;42
9001;1030630;82
9001;1030633;127
9001;1030634;97
9001;1030639;4
9001;1030640;1
9001;1030641;651
9001;1030673;6
9001;1030674;299
9001;1030678;136
9001;1030679;393
9001;1030690;2
9001;1030696;22
9001;1030697;28
9001;1030709;1
9001;1030710;202
9001;1030713;1
9001;1030721;907
9001;1030722;432
9001;1030726;42
9001;1030727;73
9001;1030728;362
9001;1030729;24
9001;1030731;303
9001;1030732;798
9001;1030734;6
9001;1030735;10
9001;1030737;110
9001;1030754;207
9001;1030755;137
9001;1030785;24
9001;1030786;259
9001;1030787;12
9001;1030791;33
9001;1030794;1
9001;1030795;255
9001;1030846;95
9001;1030847;91
9001;1030848;74
9001;1030850;93
9001;1030856;92
9001;1030857;77
9001;1030858;81
9001;1030859;85
9001;1030861;240
9001;1030864;95
9001;1030877;439
9001;1030880;144
9001;1030881;225
9001;1030882;198
9001;1030884;607
9001;1030894;7157
9001;1030895;2
9001;1030899;1
9001;1030904;105
9001;1030906;430
9001;1030907;824
9001;1030909;164
9001;1030919;49
9001;1030922;86
9001;1030930;32
9001;1030932;6
9001;1030933;26
9001;1030935;39
9001;1030938;468
9001;1030940;5
9001;1030941;470
9001;1030946;2513
9001;1030949;76
9001;1030950;483
9001;1030951;3058
9001;1030952;507
9001;1030978;157
9001;1030979;2
9001;1030981;3
9001;1030982;629
9001;1030983;366
9001;1030985;9
9001;1030988;89
9001;1030990;90
9001;1030991;352
9001;1030992;36
9001;1030995;72
9001;1030998;94
9001;1031001;4
9001;1031007;145
9001;1031010;386
9001;1031018;1
9001;1031020;49
9001;1031021;120
9001;1031025;991
9001;1031028;1
9001;1031031;2
9001;1031035;408
9001;1031042;208
9001;1031043;424
9001;1031046;120
9001;1031047;120
9001;1031048;144
9001;1031049;604
9001;1031050;720
9001;1031051;1
9001;1031052;504
9001;1031053;1
9001;1031066;94
9001;1031085;1
9001;1031105;3
9001;1031107;852
9001;1031111;17
9001;1031115;161
9001;1031116;164
9001;1031117;983
9001;1031118;142
9001;1031155;278
9001;1031157;270
9001;1031159;104
9001;1031162;46
9001;1031165;312
9001;1031166;56
9001;1031167;1
9001;1031168;2
9001;1031169;223
9001;1031170;289
9001;1031171;2
9001;1031172;139
9001;1031177;19
9001;1031183;2
9001;1031187;12
9001;1031191;2
9001;1031194;6
9001;1031195;1
9001;1031198;1
9001;1031205;163
9001;1031206;1407
9001;1031209;2
9001;1031211;1
9001;1031217;1
9001;1031250;1230
9001;1031261;1
9001;1031272;6
9001;1031275;7
9001;1031276;3
9001;1031278;1
9001;1031279;4
9001;1031280;3
9001;1031281;34
9001;1031283;1
9001;1031284;15
9001;1031285;755
9001;1031292;440
9001;1031295;6
9001;1031296;176
9001;1031319;1
9001;1031320;3
9001;1031321;1
9001;1031325;3
9001;1031338;20
9001;1031340;3991
9001;1031341;2000
9001;1031342;1471
9001;1031343;157
9001;1031345;82
9001;1031346;145
9001;1031362;446
9001;1031363;319
9001;1031364;545
9001;1031384;120
9001;1031385;180
9001;1031407;170
9001;1031412;329
9001;1031413;4
9001;1031414;12
9001;1031415;77
9001;1031416;230
9001;1031417;1
9001;1031420;191
9001;1031421;174
9001;1031426;239
9001;1031427;396
9001;1031428;401
9001;1031429;523
9001;1031430;565
9001;1031432;235
9001;1031433;227
9001;1031434;2
9001;1031435;15
9001;1031465;3
9001;1031466;10
9001;1031467;1
9001;1031512;297
9001;1031528;9
9001;1031544;5
9001;1031545;63
9001;1031547;23
9001;1031555;6
9001;1031562;236
9001;1031580;288
9001;1031583;2921
9001;1031594;257
9001;1031597;788
9001;1031598;632
9001;1031599;340
9001;1031607;126
9001;1031608;221
9001;1031609;21
9001;1031610;150
9001;1031611;141
9001;1031613;136
9001;1031617;186
9001;1031618;505
9001;1031619;104
9001;1031627;2
9001;1031628;150
9001;1031631;1
9001;1031633;34
9001;1031642;1
9001;1031646;2
9001;1031649;6
9001;1031658;2
9001;1031659;4
9001;1031661;1
9001;1031664;103
9001;1031670;1
9001;1031671;2
9001;1031678;43
9001;1031679;4
9001;1031684;90
9001;1031689;158
9001;1031690;1325
9001;1031691;82
9001;1031692;82
9001;1031693;84
9001;1031694;85
9001;1031695;83
9001;1031696;106
9001;1031697;83
9001;1031698;81
9001;1031699;83
9001;1031700;75
9001;1031701;82
9001;1031702;78
9001;1031703;80
9001;1031704;75
9001;1031705;80
9001;1031706;84
9001;1031707;75
9001;1031708;104
9001;1031709;143
9001;1031710;83
9001;1031714;568
9001;1031724;326
9001;1031728;16
9001;1031729;12
9001;1031730;36
9001;1031731;15
9001;1031734;120
9001;1031737;96
9001;1031748;600
9001;1031750;5
9001;1031751;6
9001;1031755;120
9001;1031756;144
9001;1031762;4
9001;1031763;17
9001;1031768;665
9001;1031769;6
9001;1031770;73
9001;1031771;785
9001;1031772;32
9001;1031773;11
9001;1031775;1
9001;1031778;383
9001;1031781;2
9001;1031786;1751
9001;1031787;431
9001;1031788;726
9001;1031790;334
9001;1031803;112
9001;1031805;376
9001;1031808;323
9001;1031811;8
9001;1031813;277
9001;1031818;111
9001;1031819;783
9001;1031820;205
9001;1031821;114
9001;1031822;214
9001;1031828;309
9001;1031829;170
9001;1031844;2563
9001;1031857;12
9001;1031858;301
9001;1031862;306
9001;1031863;72
9001;1031864;64
9001;1031865;240
9001;1031866;180
9001;1031869;181
9001;1031870;5
9001;1031871;121
9001;1031872;143
9001;1031875;48
9001;1031876;72
9001;1031890;36
9001;1031892;59
9001;1031893;240
9001;1031894;136
9001;1031897;126
9001;1031899;36
9001;1031901;54
9001;1031904;136
9001;1031905;147
9001;1031915;144
9001;1031916;35
9001;1031921;5
9001;1031935;9
9001;1031937;360
9001;1031938;449
9001;1031939;26
9001;1031941;786
9001;1031944;1
9001;1031956;52
9001;1031958;16
9001;1031959;2
9001;1031961;150
9001;1031962;6
9001;1031963;300
9001;1031964;120
9001;1031967;2746
9001;1031969;300
9001;1031979;5
9001;1031980;1285
9001;1031983;300
9001;1031985;4
9001;1031986;1708
9001;1031987;2098
9001;1031988;325
9001;1031991;448
9001;1031993;1
9001;1031997;386
9001;1031999;3025
9001;1032000;1310
9001;1032001;442
9001;1032002;331
9001;1032003;21
9001;1032004;896
9001;1032005;293
9001;1032006;480
9001;1032007;254
9001;1032018;2711
9001;1032019;2473
9001;1032020;2182
9001;1032021;1861
9001;1032022;4052
9001;1032023;3936
9001;1032024;3611
9001;1032028;1
9001;1032034;503
9001;1032036;11
9001;1032038;36
9001;1032041;10
9001;1032042;1
9001;1032044;370
9001;1032045;485
9001;1032049;1
9001;1032055;216
9001;1032057;165
9001;1032061;29
9001;1032072;255
9001;1032074;151
9001;1032075;376
9001;1032077;347
9001;1032082;101
9001;1032083;328
9001;1032084;14
9001;1032087;1
9001;1032095;1026
9001;1032098;437
9001;1032099;442
9001;1032100;458
9001;1032102;310
9001;1032103;228
9001;1032104;27
9001;1032108;161
9001;1032131;4076
9001;1032132;4187
9001;1032133;4189
9001;1032134;125
9001;1032135;563
9001;1032137;369
9001;1032148;2691
9001;1032149;5
9001;1032150;5
9001;1032151;1
9001;1032154;153
9001;1032157;7
9001;1032171;1
9001;1032200;20
9001;1032225;52
9001;1032226;648
9001;1032231;15
9001;1032232;4
9001;1032233;3
9001;1032235;3
9001;1032238;392
9001;1032239;1
9001;1032240;7
9001;1032246;3
9001;1032259;108
9001;1032261;4
9001;1032263;15
9001;1032270;1
9001;1032271;1
9001;1032272;446
9001;1032273;150
9001;1032274;2
9001;1032275;2
9001;1032276;128
9001;1032277;177
9001;1032278;37
9001;1032279;256
9001;1032281;1
9001;1032282;4
9001;1032294;1
9001;1032296;328
9001;1032301;3
9001;1032303;442
9001;1032304;774
9001;1032305;14
9001;1032318;755
9001;1032319;422
9001;1032320;191
9001;1032343;105
9001;1032349;49
9001;1032351;9
9001;1032352;50
9001;1032353;26
9001;1032355;250
9001;1032358;40
9001;1032360;2428
9001;1032368;2
9001;1032383;4
9001;1032386;17
9001;1032405;300
9001;1032411;1071
9001;1032412;894
9001;1032413;88
9001;1032414;29
9001;1032415;560
9001;1032417;1011
9001;1032418;748
9001;1032421;130
9001;1032427;7
9001;1032428;305
9001;1032433;785
9001;1032435;756
9001;1032436;1261
9001;1032437;1303
9001;1032438;17
9001;1032440;2
9001;1032441;38
9001;1032442;144
9001;1032443;146
9001;1032444;337
9001;1032446;36
9001;1032449;12
9001;1032451;12
9001;1032458;7
9001;1032459;267
9001;1032460;250
9001;1032463;384
9001;1032464;1
9001;1032466;647
9001;1032470;600
9001;1032471;2
9001;1032472;604
9001;1032473;83
9001;1032474;1
9001;1032475;460
9001;1032477;506
9001;1032478;962
9001;1032481;1
9001;1032486;31
9001;1032487;2
9001;1032491;3301
9001;1032492;3
9001;1032493;3992
9001;1032494;3
9001;1032495;4519
9001;1032496;1
9001;1032497;2676
9001;1032498;3
9001;1032505;1
9001;1032506;4
9001;1032509;15
9001;1032514;1599
9001;1032516;304
9001;1032517;9
9001;1032518;2
9001;1032519;303
9001;1032520;150
9001;1032521;2
9001;1032522;24
9001;1032523;3
9001;1032524;1
9001;1032526;353
9001;1032527;225
9001;1032528;33
9001;1032530;2
9001;1032531;3
9001;1032532;4
9001;1032533;48
9001;1032535;10
9001;1032537;4
9001;1032538;1
9001;1032539;6
9001;1032546;46
9001;1032550;72
9001;1032554;1
9001;1032558;4360
9001;1032559;2
9001;1032563;2
9001;1032565;13
9001;1032566;1
9001;1032581;23
9001;1032582;47
9001;1032593;10
9001;1032599;117
9001;1032600;2
9001;1032615;206
9001;1032616;41
9001;1032618;5
9001;1032639;4
9001;1032640;216
9001;1032641;283
9001;1032642;200
9001;1032643;134
9001;1032644;291
9001;1032645;145
9001;1032646;377
9001;1032647;3
9001;1032648;2
9001;1032649;2
9001;1032650;331
9001;1032651;2
9001;1032652;264
9001;1032653;1
9001;1032656;2
9001;1032657;38
9001;1032658;69
9001;1032663;9
9001;1032664;14
9001;1032667;1
9001;1032671;9
9001;1032672;13
9001;1032673;21
9001;1032674;8
9001;1032675;10
9001;1032676;1
9001;1032677;16
9001;1032679;2470
9001;1032680;77
9001;1032682;58
9001;1032687;133
9001;1032690;1
9001;1032691;209
9001;1032694;1
9001;1032697;609
9001;1032726;212
9001;1032803;7
9001;1032804;417
9001;1032806;2212
9001;1032807;640
9001;1032811;274
9001;1032829;54
9001;1032830;212
9001;1032832;344
9001;1032833;145
9001;1032841;6
9001;1032861;301
9001;1032862;1
9001;1032864;504
9001;1032882;37
9001;1032896;48
9001;1032899;245
9001;1032900;84
9001;1032948;3
9001;1032949;1535
9001;1032950;2
9001;1032951;3198
9001;1032964;1
9001;1032965;6
9001;1032966;361
9001;1032967;5
9001;1032969;16
9001;1032971;90
9001;1032973;1
9001;1032989;575
9001;1032991;1072
9001;1032993;1450
9001;1032996;839
9001;1032997;95
9001;1032998;141
9001;1032999;5
9001;1033010;8
9001;1033018;1
9001;1033019;1
9001;1033020;24
9001;1033021;29
9001;1033022;3
9001;1033048;189
9001;1033078;1
9001;1033079;217
9001;1033080;36
9001;1033081;90
9001;1033082;239
9001;1033083;45
9001;1033084;80
9001;1033087;15
9001;1033091;3
9001;1033092;208
9001;1033093;3
9001;1033095;15
9001;1033096;86
9001;1033097;1
9001;1033098;131
9001;1033100;186
9001;1033101;9
9001;1033103;77
9001;1033104;216
9001;1033105;3640
9001;1033106;1558
9001;1033107;1325
9001;1033109;17
9001;1033110;249
9001;1033111;301
9001;1033112;1
9001;1033114;177
9001;1033117;122
9001;1033118;84
9001;1033128;868
9001;1033129;1401
9001;1033130;1352
9001;1033131;1719
9001;1033132;1730
9001;1033133;1724
9001;1033134;1762
9001;1033135;1673
9001;1033136;1169
9001;1033137;646
9001;1033138;1335
9001;1033140;1231
9001;1033141;1341
9001;1033142;1720
9001;1033143;1596
9001;1033144;1662
9001;1033145;1637
9001;1033146;1604
9001;1033147;90
9001;1033149;263
9001;1033153;9
9001;1033164;58
9001;1033165;86
9001;1033168;98
9001;1033169;96
9001;1033172;188
9001;1033173;122
9001;1033174;120
9001;1033192;291
9001;1033198;12
9001;1033199;5
9001;1033202;1
9001;1033204;23
9001;1033205;420
9001;1033206;276
9001;1033208;24
9001;1033210;144
9001;1033213;1
9001;1033214;74
9001;1033215;110
9001;1033218;100
9001;1033220;115
9001;1033221;5
9001;1033225;1
9001;1033228;36
9001;1033229;7
9001;1033232;793
9001;1033253;2
9001;1033254;2
9001;1033266;15
9001;1033275;1243
9001;1033277;362
9001;1033278;8
9001;1033279;267
9001;1033282;34
9001;1033291;4
9001;1033293;2
9001;1033294;3
9001;1033295;4
9001;1033296;175
9001;1033297;2
9001;1033298;2
9001;1033299;2
9001;1033302;1
9001;1033309;144
9001;1033311;1
9001;1033315;5
9001;1033316;3
9001;1033318;2
9001;1033320;48
9001;1033322;5
9001;1033324;7
9001;1033325;238
9001;1033326;66
9001;1033327;236
9001;1033328;277
9001;1033329;249
9001;1033330;127
9001;1033331;604
9001;1033333;1
9001;1033334;1
9001;1033344;178
9001;1033345;178
9001;1033346;178
9001;1033347;178
9001;1033365;2
9001;1033369;3
9001;1033370;1
9001;1033376;1
9001;1033382;1
9001;1033388;1
9001;1033389;1
9001;1033390;6
9001;1033391;1
9001;1033393;1
9001;1033394;2
9001;1033407;1
9001;1033408;60
9001;1033410;180
9001;1033411;2
9001;1033416;461
9001;1033420;240
9001;1033422;180
9001;1033423;144
9001;1033425;97
9001;1033428;5
9001;1033429;730
9001;1033438;120
9001;1033439;69
9001;1033441;51
9001;1033442;144
9001;1033443;1
9001;1033445;144
9001;1033450;240
9001;1033455;2
9001;1033456;1
9001;1033457;51
9001;1033458;120
9001;1033459;144
9001;1033460;4
9001;1033461;5
9001;1033462;3
9001;1033463;5
9001;1033465;649
9001;1033468;85
9001;1033469;176
9001;1033470;1634
9001;1033471;459
9001;1033472;25
9001;1033473;6
9001;1033474;2
9001;1033486;21
9001;1033488;2
9001;1033490;690
9001;1033491;30
9001;1033495;818
9001;1033496;261
9001;1033497;72
9001;1033498;315
9001;1033500;328
9001;1033508;1473
9001;1033509;3428
9001;1033510;72
9001;1033511;1
9001;1033513;1
9001;1033514;1
9001;1033517;1
9001;1033523;405
9001;1033524;138
9001;1033525;400
9001;1033526;3
9001;1033527;34
9001;1033536;1
9001;1033537;1
9001;1033538;2
9001;1033539;1
9001;1033540;1
9001;1033541;1
9001;1033542;2
9001;1033543;2
9001;1033544;1
9001;1033545;1
9001;1033546;1
9001;1033547;2
9001;1033548;1
9001;1033550;1
9001;1033551;1
9001;1033552;1
9001;1033553;6
9001;1033554;1
9001;1033555;1
9001;1033556;1
9001;1033557;2
9001;1033558;1
9001;1033559;2
9001;1033560;2
9001;1033561;1
9001;1033562;1
9001;1033563;1
9001;1033566;1
9001;1033567;1
9001;1033569;1
9001;1033570;1
9001;1033571;1
9001;1033572;1
9001;1033575;2
9001;1033576;1
9001;1033577;1
9001;1033588;2
9001;1033591;1
9001;1033593;1
9001;1033595;1
9001;1033596;1
9001;1033597;2
9001;1033598;62
9001;1033599;1
9001;1033601;72
9001;1033602;155
9001;1033603;88
9001;1033604;80
9001;1033605;49
9001;1033606;8
9001;1033607;74
9001;1033608;1
9001;1033609;2
9001;1033610;78
9001;1033611;1
9001;1033613;1
9001;1033614;2
9001;1033615;1
9001;1033616;1
9001;1033617;1
9001;1033618;1
9001;1033619;1
9001;1033620;2
9001;1033628;11
9001;1033629;178
9001;1033630;178
9001;1033631;178
9001;1033632;178
9001;1033633;78
9001;1033634;11
9001;1033635;11
9001;1033636;9
9001;1033637;11
9001;1033638;11
9001;1033651;61
9001;1033658;45
9001;1033659;17400
9001;1033660;6
9001;1033668;121
9001;1033669;500
9001;1033670;1005
9001;1033673;7
9001;1033674;4
9001;1033675;2
9001;1033676;3
9001;1033677;75
9001;1033684;7
9001;1033685;7
9001;1033686;2
9001;1033687;5
9001;1033689;44
9001;1033690;2
9001;1033692;44
9001;1033693;44
9001;1033699;44
9001;1033700;44
9001;1033709;44
9001;1033711;2
9001;1033714;44
9001;1033721;16
9001;1033733;23
9001;1033738;75
9001;1033739;75
9001;1033740;75
9001;1033741;75
9001;1033742;54
9001;1033743;44
9001;1033744;17
9001;1033745;44
9001;1033747;44
9001;1033748;44
9001;1033749;44
9001;1033750;44
9001;1033751;44
9001;1033754;7
9001;1033755;7
9001;1033764;17
9001;1033766;44
9001;1033767;11
9001;1033768;9
9001;1033770;7
9001;1033771;7
9001;1033774;32
9001;1033775;44
9001;1033776;44
9001;1033777;44
9001;1033778;1
9001;1033779;8
9001;1033780;8
9001;1033781;8
9001;1033782;8
9001;1033783;8
9001;1033784;1
9001;1033785;44
9001;1033786;7
9001;1033789;44
9001;1033792;8
9001;1033797;44
9001;1033800;22
9001;1033801;4
9001;1033806;2
9001;1033809;44
9001;1033812;44
9001;1033815;44
9001;1033816;44
9001;1033818;44
9001;1033819;44
9001;1033820;44
9001;1033821;5
9001;1033822;8
9001;1033823;1
9001;1033824;9
9001;1033832;7
9001;1033833;2
9001;1033834;2
9001;1033835;2
9001;1033836;2
9001;1033837;5
9001;1033841;87
9001;1033842;85
9001;1033843;85
9001;1033844;85
9001;1033845;87
9001;1033846;83
9001;1033847;87
9001;1033858;4
9001;1033859;2
9001;1033860;3
9001;1033861;3
9001;1033863;631
9001;1033866;110
9001;1033868;87
9001;1033869;87
9001;1033870;87
9001;1033871;87
9001;1033872;87
9001;1033880;47
9001;1033882;2
9001;1033889;300
9001;1033890;207
9001;1033892;547
9001;1033893;313
9001;1033894;478
9001;1033895;6
9001;1033896;69
9001;1033897;62
9001;1033900;424
9001;1033903;485
9001;1033904;563
9001;1033906;20
9001;1033907;1
9001;1033917;5
9001;1033921;5
9001;1033923;29
9001;1033924;1
9001;1033925;7
9001;1033933;185
9001;1033934;273
9001;1033935;13
9001;1033937;6
9001;1033938;52
9001;1033942;570
9001;1033943;403
9001;1033945;5
9001;1033948;144
9001;1033950;90
9001;1033952;4
9001;1033955;760
9001;1033956;1162
9001;1033966;1
9001;1034004;46
9001;1034008;2517
9001;1034028;24
9001;1034029;861
9001;1034030;48
9001;1034032;4
9001;1034033;42
9001;1034035;776
9001;1034037;116
9001;1034039;473
9001;1034040;363
9001;1034041;494
9001;1034042;352
9001;1034043;472
9001;1034058;98
9001;1034083;1021
9001;1034120;159
9001;1034121;204
9001;1034122;198
9001;1034123;201
9001;1034124;200
9001;1034125;200
9001;1034126;201
9001;1034127;186
9001;1034128;195
9001;1034129;204
9001;1034145;18
9001;1034146;18
9001;1034150;204
9001;1034152;204
9001;1034154;204
9001;1034155;201
9001;1034156;201
9001;1034158;24
9001;1034160;204
9001;1034162;200
9001;1034165;200
9001;1034166;200
9001;1034167;198
9001;1034169;201
9001;1034170;201
9002;1000069;736
9002;1000081;38
9002;1000082;382
9002;1000087;31
9002;1000094;872
9002;1000095;629
9002;1000096;811
9002;1000100;91
9002;1000113;695
9002;1000114;1270
9002;1000215;26
9002;1000359;269
9002;1000529;124
9002;1000585;1381
9002;1000595;9
9002;1000627;29
9002;1000629;1
9002;1000666;52
9002;1000668;11
9002;1000681;3
9002;1000688;616
9002;1000689;242
9002;1000690;34
9002;1000693;1
9002;1000697;224
9002;1000702;774
9002;1000703;744
9002;1000724;267
9002;1000725;129
9002;1000726;34
9002;1000727;261
9002;1000729;216
9002;1000732;33
9002;1000734;10
9002;1000735;36
9002;1000737;45
9002;1000742;51
9002;1000745;43
9002;1000748;109
9002;1000749;607
9002;1000753;92
9002;1000757;15
9002;1000762;47
9002;1000764;52
9002;1000767;145
9002;1000769;142
9002;1000770;64
9002;1000771;97
9002;1000774;125
9002;1000775;23
9002;1000776;125
9002;1000778;32
9002;1000781;40
9002;1000782;78
