depo_kod;urun_kod;stok
9002;1000784;1
9002;1000787;31
9002;1000789;498
9002;1000805;10
9002;1000806;8
9002;1000807;25
9002;1000813;284
9002;1000814;27
9002;1000822;247
9002;1000823;21
9002;1000824;11
9002;1000826;143
9002;1000827;634
9002;1000828;28
9002;1000834;161
9002;1000841;41
9002;1000851;66
9002;1000855;213
9002;1000856;6
9002;1000859;421
9002;1000865;5
9002;1000866;51
9002;1000875;39
9002;1000876;19
9002;1000885;697
9002;1000886;14
9002;1000887;2872
9002;1000930;20
9002;1000945;130
9002;1000959;270
9002;1001039;225
9002;1001054;214
9002;1001058;49
9002;1001060;3
9002;1001062;280
9002;1001086;507
9002;1001108;233
9002;1001126;32
9002;1001136;159
9002;1001156;40
9002;1001158;292
9002;1001167;4
9002;1001194;8
9002;1001215;223
9002;1001216;399
9002;1001224;1094
9002;1001332;212
9002;1001338;210
9002;1001339;115
9002;1001341;156
9002;1001345;296
9002;1001347;35
9002;1001351;275
9002;1001352;156
9002;1001354;320
9002;1001355;139
9002;1001383;203
9002;1001394;365
9002;1001398;368
9002;1001399;60
9002;1001402;80
9002;1001403;36
9002;1001405;240
9002;1001406;57
9002;1001409;391
9002;1001412;144
9002;1001415;205
9002;1001426;331
9002;1001432;114
9002;1001440;420
9002;1001445;195
9002;1001446;24
9002;1001470;33
9002;1001471;968
9002;1001478;36
9002;1001482;36
9002;1001483;15
9002;1001485;187
9002;1001486;485
9002;1001490;180
9002;1001492;120
9002;1001495;22
9002;1001503;12
9002;1001546;228
9002;1001547;216
9002;1001548;114
9002;1001590;181
9002;1001592;24
9002;1001626;171
9002;1001627;717
9002;1001633;98
9002;1001643;135
9002;1001655;15
9002;1001659;31
9002;1001660;806
9002;1001662;1832
9002;1001664;5
9002;1001668;10
9002;1001671;169
9002;1001674;72
9002;1001682;216
9002;1001683;260
9002;1001684;4
9002;1001705;305
9002;1001711;29
9002;1001716;168
9002;1001719;7
9002;1001724;297
9002;1001729;840
9002;1001732;288
9002;1001745;480
9002;1001749;24
9002;1001761;288
9002;1001763;12
9002;1001766;312
9002;1001767;180
9002;1001780;144
9002;1001788;403
9002;1001848;3
9002;1001851;9
9002;1001854;38
9002;1001861;162
9002;1001862;23
9002;1001864;56
9002;1001912;202
9002;1001913;444
9002;1001914;475
9002;1001915;1054
9002;1001916;64
9002;1001917;1817
9002;1001918;354
9002;1001920;525
9002;1001929;622
9002;1001930;469
9002;1001931;177
9002;1001934;171
9002;1001938;101
9002;1001940;643
9002;1001941;606
9002;1001942;1923
9002;1001943;1131
9002;1001944;307
9002;1001956;645
9002;1001973;167
9002;1001981;6
9002;1001987;510
9002;1002003;309
9002;1002037;592
9002;1002066;1323
9002;1002067;185
9002;1002069;77
9002;1002071;4
9002;1002072;53
9002;1002073;26
9002;1002074;54
9002;1002077;127
9002;1002079;30
9002;1002081;448
9002;1002082;1129
9002;1002083;25
9002;1002086;12
9002;1002091;296
9002;1002101;273
9002;1002116;288
9002;1002121;10
9002;1002125;288
9002;1002128;135
9002;1002137;906
9002;1002248;696
9002;1002255;930
9002;1002267;38
9002;1002268;740
9002;1002269;908
9002;1002270;47
9002;1002271;215
9002;1002273;151
9002;1002283;54
9002;1002309;9
9002;1002311;12
9002;1002316;18
9002;1002365;349
9002;1002367;26
9002;1002369;1
9002;1002370;166
9002;1002372;3
9002;1002437;1
9002;1002439;10
9002;1002448;269
9002;1002451;223
9002;1002523;14
9002;1002769;967
9002;1002806;1712
9002;1002820;991
9002;1002822;1440
9002;1002824;1561
9002;1002825;43
9002;1002826;235
9002;1002833;6
9002;1002841;166
9002;1002855;3
9002;1002859;113
9002;1002861;124
9002;1002871;57
9002;1002872;159
9002;1003063;447
9002;1003150;50
9002;1003151;128
9002;1003162;251
9002;1003174;71
9002;1003194;27
9002;1003202;1766
9002;1003203;510
9002;1003204;86
9002;1003206;228
9002;1003208;134
9002;1003209;42
9002;1003210;202
9002;1003220;366
9002;1003221;237
9002;1003236;1184
9002;1003237;440
9002;1003238;691
9002;1003239;213
9002;1003240;794
9002;1003241;756
9002;1003242;548
9002;1003243;1548
9002;1003244;1699
9002;1003245;1411
9002;1003246;1549
9002;1003247;619
9002;1003248;684
9002;1003249;496
9002;1003250;343
9002;1003253;68
9002;1003256;274
9002;1003260;85
9002;1003262;81
9002;1003263;676
9002;1003264;240
9002;1003265;47
9002;1003266;11
9002;1003268;65
9002;1003282;35
9002;1003302;16
9002;1003318;65
9002;1003319;92
9002;1003323;2
9002;1003330;261
9002;1003331;232
9002;1003332;7
9002;1003333;93
9002;1003377;515
9002;1003378;419
9002;1003379;34
9002;1003380;143
9002;1003387;128
9002;1003403;169
9002;1003410;1332
9002;1003414;540
9002;1003415;48
9002;1003417;1977
9002;1003418;1321
9002;1003420;1133
9002;1003425;4
9002;1003426;354
9002;1003429;38
9002;1003439;408
9002;1003442;625
9002;1003443;98
9002;1003444;49
9002;1003446;20
9002;1003474;32
9002;1003475;27
9002;1003480;148
9002;1003481;41
9002;1003531;253
9002;1003548;15
9002;1003599;220
9002;1003600;256
9002;1003602;902
9002;1003603;1256
9002;1003611;234
9002;1003612;35
9002;1003613;23
9002;1003616;410
9002;1003617;526
9002;1003618;480
9002;1003620;335
9002;1003621;423
9002;1003623;357
9002;1003624;702
9002;1003626;1225
9002;1003627;1835
9002;1003632;379
9002;1003633;352
9002;1003634;846
9002;1003648;380
9002;1003650;24
9002;1003829;302
9002;1004042;19
9002;1004043;131
9002;1004147;440
9002;1004148;7
9002;1004153;1375
9002;1004154;5
9002;1004217;3
9002;1004228;438
9002;1004230;120
9002;1004233;360
9002;1004235;8
9002;1004325;7
9002;1004327;3
9002;1004336;7
9002;1004337;1
9002;1004389;360
9002;1004397;5
9002;1004400;6
9002;1004435;60
9002;1004507;96
9002;1004509;660
9002;1004511;129
9002;1004516;288
9002;1004548;6
9002;1004556;240
9002;1004563;3
9002;1004604;27
9002;1005229;231
9002;1005233;282
9002;1005235;466
9002;1005269;12
9002;1005270;168
9002;1005295;3
9002;1006470;7
9002;1006538;58
9002;1006540;261
9002;1006550;1625
9002;1006639;269
9002;1006640;20
9002;1006654;220
9002;1006655;538
9002;1006656;313
9002;1006866;180
9002;1006870;501
9002;1007011;21
9002;1007014;558
9002;1007553;2
9002;1007603;19
9002;1007604;5
9002;1007606;23
9002;1007981;60
9002;1008535;180
9002;1008536;144
9002;1008559;2067
9002;1008561;265
9002;1008839;48
9002;1008842;3
9002;1008881;295
9002;1008882;61
9002;1008884;16
9002;1008885;15
9002;1008886;28
9002;1008918;11
9002;1008935;15
9002;1008962;180
9002;1008963;22
9002;1008964;84
9002;1008965;12
9002;1008966;186
9002;1008968;360
9002;1008976;61
9002;1009032;288
9002;1009033;553
9002;1009035;6
9002;1009036;2
9002;1009037;13
9002;1009038;150
9002;1009057;61
9002;1009058;223
9002;1009060;280
9002;1009062;6
9002;1009064;448
9002;1009065;150
9002;1009083;136
9002;1009204;152
9002;1009223;1
9002;1009298;3523
9002;1009299;2007
9002;1009346;1169
9002;1009426;885
9002;1009430;331
9002;1009487;8
9002;1009542;5
9002;1009543;2
9002;1009577;152
9002;1009578;5377
9002;1009596;1631
9002;1009627;10
9002;1009629;266
9002;1009630;298
9002;1009631;855
9002;1009633;4
9002;1009688;32
9002;1009723;10
9002;1009738;1184
9002;1009742;22
9002;1009743;25
9002;1009744;34
9002;1009746;66
9002;1009747;71
9002;1009748;55
9002;1009750;62
9002;1009751;5
9002;1009753;87
9002;1009756;17
9002;1009818;228
9002;1009862;135
9002;1009863;2
9002;1009915;783
9002;1010119;198
9002;1010134;103
9002;1010142;24040
9002;1010194;841
9002;1010208;90
9002;1010262;13554
9002;1010297;2440
9002;1010335;428
9002;1010336;288
9002;1010340;16
9002;1010788;67
9002;1010895;236
9002;1010907;180
9002;1010912;414
9002;1010927;8
9002;1010931;2
9002;1010992;1
9002;1010993;120
9002;1010994;1365
9002;1010995;810
9002;1010998;484
9002;1011090;152
9002;1011091;89
9002;1011196;91
9002;1011351;3
9002;1011353;4207
9002;1011354;318
9002;1011409;2
9002;1011418;2
9002;1011419;1
9002;1011425;6
9002;1011440;5
9002;1011470;29
9002;1011481;201
9002;1011483;201
9002;1011486;201
9002;1011492;201
9002;1011493;201
9002;1011497;288
9002;1011505;373
9002;1011506;264
9002;1011561;4
9002;1011575;9
9002;1011577;31
9002;1011585;2371
9002;1011696;5
9002;1011752;293
9002;1011817;389
9002;1011863;13
9002;1011956;17
9002;1011957;2
9002;1011981;334
9002;1011982;364
9002;1011983;232
9002;1011984;206
9002;1011985;267
9002;1011987;45
9002;1011988;128
9002;1011990;135
9002;1011991;401
9002;1011992;212
9002;1011993;242
9002;1011994;74
9002;1012004;507
9002;1012026;2353
9002;1012027;11
9002;1012163;1953
9002;1012167;204
9002;1012169;5
9002;1012171;210
9002;1012176;22
9002;1012198;8
9002;1012208;7
9002;1012209;6
9002;1012222;488
9002;1012233;70
9002;1012309;120
9002;1012348;177
9002;1012351;67
9002;1012377;217
9002;1012401;947
9002;1012403;3
9002;1012433;3
9002;1012478;19
9002;1012525;147
9002;1012894;1252
9002;1012906;80
9002;1012978;259
9002;1013195;5
9002;1013268;730
9002;1013282;4
9002;1013384;821
9002;1013419;47
9002;1013425;72
9002;1013538;733
9002;1013543;2311
9002;1013547;1055
9002;1013549;2995
9002;1013556;11
9002;1013578;550
9002;1013579;300
9002;1013597;508
9002;1013598;274
9002;1013599;697
9002;1013621;708
9002;1013727;1
9002;1013728;54
9002;1013731;26
9002;1013781;72
9002;1013786;216
9002;1013794;60
9002;1013795;324
9002;1013869;391
9002;1013870;4723
9002;1013902;8
9002;1013903;6
9002;1013989;6
9002;1013994;8
9002;1014188;636
9002;1014190;1269
9002;1014191;621
9002;1014193;632
9002;1014194;180
9002;1014195;556
9002;1014282;6
9002;1014284;45
9002;1014285;28
9002;1014299;46
9002;1014314;240
9002;1014323;6
9002;1014385;576
9002;1014403;628
9002;1014522;129
9002;1014523;185
9002;1014558;4
9002;1014560;290
9002;1014594;98
9002;1014597;65
9002;1014599;96
9002;1014600;68
9002;1014601;97
9002;1014605;150
9002;1014606;42
9002;1014608;7
9002;1014641;267
9002;1014646;1835
9002;1014652;258
9002;1015074;17
9002;1015343;283
9002;1015382;68
9002;1015493;17
9002;1015503;8
9002;1015629;5
9002;1015861;6
9002;1015899;200
9002;1015944;72
9002;1015975;35
9002;1016004;98
9002;1016007;23
9002;1016012;63
9002;1016379;9
9002;1016411;92
9002;1016412;1601
9002;1016413;136
9002;1016414;388
9002;1016415;114
9002;1016416;59
9002;1016417;12
9002;1016449;334
9002;1016451;147
9002;1016452;6
9002;1016453;154
9002;1016592;4
9002;1016594;11
9002;1016600;335
9002;1016796;47
9002;1016799;149
9002;1016812;1959
9002;1016813;1685
9002;1016896;53
9002;1016901;309
9002;1016902;126
9002;1016919;216
9002;1016924;103
9002;1016947;24
9002;1016948;27
9002;1016949;3
9002;1016950;300
9002;1016951;12
9002;1016952;300
9002;1016984;26
9002;1016985;15
9002;1016988;23
9002;1017020;332
9002;1017034;52
9002;1017117;2335
9002;1017185;187
9002;1017193;17
9002;1017194;30
9002;1017195;2
9002;1017239;4355
9002;1017404;39
9002;1017405;42
9002;1017406;334
9002;1017442;208
9002;1017444;144
9002;1017459;4
9002;1017461;40
9002;1017479;16
9002;1017481;17
9002;1017734;2
9002;1017735;410
9002;1017782;194
9002;1017783;47
9002;1017784;40
9002;1017785;1
9002;1017787;9
9002;1017806;9
9002;1017813;30
9002;1017815;102
9002;1017825;247
9002;1017836;2
9002;1017838;360
9002;1017843;15
9002;1017877;1248
9002;1017902;241
9002;1017910;692
9002;1017928;1
9002;1017956;10
9002;1017988;884
9002;1017997;36
9002;1018005;36
9002;1018006;60
9002;1018033;331
9002;1018035;335
9002;1018036;6
9002;1018037;535
9002;1018038;342
9002;1018174;1562
9002;1018175;382
9002;1018178;464
9002;1018200;180
9002;1018232;142
9002;1018233;883
9002;1018377;783
9002;1018402;14
9002;1018403;94
9002;1018409;10
9002;1018411;476
9002;1018471;2370
9002;1018473;720
9002;1018480;703
9002;1018483;3
9002;1018485;10
9002;1018486;2140
9002;1018487;206
9002;1018542;24
9002;1018558;8
9002;1018559;61
9002;1018566;6
9002;1018570;201
9002;1018572;201
9002;1018573;201
9002;1018575;201
9002;1018581;201
9002;1018589;201
9002;1018608;29800
9002;1018616;138
9002;1018617;50
9002;1018618;463
9002;1018644;2737
9002;1018651;1
9002;1018670;360
9002;1018912;302
9002;1018913;129
9002;1018915;164
9002;1018919;11
9002;1018931;353
9002;1018937;319
9002;1018941;240
9002;1018964;994
9002;1018966;324
9002;1018968;104
9002;1018972;322
9002;1019039;50
9002;1019077;9
9002;1019080;382
9002;1019081;6
9002;1019085;52
9002;1019086;21
9002;1019091;18
9002;1019093;736
9002;1019096;16
9002;1019100;9
9002;1019114;136
9002;1019115;3
9002;1019116;8
9002;1019117;2121
9002;1019121;37
9002;1019146;360
9002;1019151;144
9002;1019154;180
9002;1019169;420
9002;1019172;41
9002;1019173;25
9002;1019206;854
9002;1019235;108
9002;1019303;4
9002;1019353;292
9002;1019354;739
9002;1019357;389
9002;1019365;267
9002;1019366;714
9002;1019441;480
9002;1019444;480
9002;1019445;670
9002;1019456;5
9002;1019467;1627
9002;1019468;1
9002;1019473;307
9002;1019486;1
9002;1019501;26
9002;1019502;2
9002;1019503;3
9002;1019561;75
9002;1019564;3
9002;1019787;8
9002;1019801;384
9002;1019808;232
9002;1019883;76
9002;1019895;191
9002;1019990;146
9002;1020068;16
9002;1020141;303
9002;1020142;207
9002;1020157;7
9002;1020231;289
9002;1020241;8
9002;1020245;7
9002;1020246;71
9002;1020247;33
9002;1020248;368
9002;1020249;169
9002;1020273;56914
9002;1020300;91700
9002;1020314;410
9002;1020315;63
9002;1020435;600
9002;1020436;264
9002;1020437;18
9002;1020485;37
9002;1020486;47
9002;1020487;34
9002;1020501;378
9002;1020519;840
9002;1020678;21
9002;1020679;327
9002;1020682;96
9002;1020685;125
9002;1020687;125
9002;1020688;125
9002;1020693;232
9002;1020708;37
9002;1020720;2321
9002;1020721;2880
9002;1020730;17
9002;1020732;72
9002;1020734;4
9002;1020796;143
9002;1020798;67
9002;1020848;360
9002;1020892;144
9002;1020896;3
9002;1020910;315
9002;1020951;1359
9002;1020967;6
9002;1020973;1
9002;1020978;863
9002;1020979;87
9002;1020980;738
9002;1020981;158
9002;1020982;347
9002;1020994;175
9002;1020995;175
9002;1021003;13
9002;1021025;237
9002;1021027;277
9002;1021028;212
9002;1021029;247
9002;1021033;25
9002;1021037;215
9002;1021039;81
9002;1021042;46
9002;1021045;137
9002;1021100;1
9002;1021102;180
9002;1021104;41
9002;1021109;297
9002;1021121;1
9002;1021124;465
9002;1021163;61
9002;1021187;32
9002;1021188;58
9002;1021189;36
9002;1021190;25
9002;1021191;38
9002;1021192;33
9002;1021193;45
9002;1021202;318
9002;1021304;11
9002;1021306;403
9002;1021324;639
9002;1021325;115
9002;1021326;285
9002;1021328;167
9002;1021348;805
9002;1021349;708
9002;1021350;14
9002;1021355;595
9002;1021356;39
9002;1021362;667
9002;1021363;1153
9002;1021390;2
9002;1021410;906
9002;1021426;1151
9002;1021429;48
9002;1021430;539
9002;1021434;576
9002;1021444;7
9002;1021458;1404
9002;1021459;268
9002;1021460;489
9002;1021519;88
9002;1021521;68
9002;1021522;76
9002;1021524;85
9002;1021529;26138
9002;1021581;144
9002;1021625;22
9002;1021664;22
9002;1021665;15
9002;1021780;38
9002;1021781;94
9002;1021789;344
9002;1021798;4
9002;1021799;542
9002;1021801;9
9002;1021802;19
9002;1021803;371
9002;1021815;632
9002;1021821;1757
9002;1021823;2
9002;1021840;318
9002;1021859;41
9002;1021866;125
9002;1021925;650
9002;1021960;192
9002;1021962;1181
9002;1021964;4
9002;1021993;9
9002;1021995;169
9002;1021996;4
9002;1021997;250
9002;1022047;181
9002;1022066;118
9002;1022090;15
9002;1022116;173
9002;1022122;4
9002;1022123;15
9002;1022126;25
9002;1022163;114
9002;1022167;32
9002;1022168;105
9002;1022170;224
9002;1022171;34
9002;1022177;9
9002;1022190;335
9002;1022198;208
9002;1022219;2
9002;1022220;726
9002;1022236;9
9002;1022309;28
9002;1022538;76
9002;1022551;115
9002;1022552;285
9002;1022553;318
9002;1022554;279
9002;1022564;4
9002;1022568;482
9002;1022591;542
9002;1022597;4
9002;1022599;51
9002;1022613;40
9002;1022618;4
9002;1022624;120
9002;1022627;36
9002;1022628;228
9002;1022632;120
9002;1022649;120
9002;1022651;90
9002;1022719;508
9002;1022721;4
9002;1022740;10
9002;1022743;23
9002;1022744;21
9002;1022786;144
9002;1022891;26
9002;1022923;570
9002;1022940;23
9002;1022947;1
9002;1022959;43
9002;1022971;50
9002;1022972;537
9002;1022982;16
9002;1022984;25
9002;1022986;19
9002;1023047;240
9002;1023052;59
9002;1023096;180
9002;1023123;38
9002;1023242;397
9002;1023243;1787
9002;1023251;288
9002;1023252;292
9002;1023254;24
9002;1023255;180
9002;1023258;7
9002;1023259;7
9002;1023262;15
9002;1023332;38
9002;1023333;2175
9002;1023362;30
9002;1023378;209
9002;1023380;159
9002;1023396;192
9002;1023397;180
9002;1023399;2
9002;1023400;36
9002;1023429;28
9002;1023570;9
9002;1023614;1
9002;1023615;5
9002;1023616;1
9002;1023617;5
9002;1023625;152
9002;1023647;612
9002;1023651;468
9002;1023656;189
9002;1023660;310
9002;1023672;2475
9002;1023678;79
9002;1023684;83
9002;1023720;169
9002;1023721;387
9002;1023724;123
9002;1023727;351
9002;1023732;34
9002;1023733;1637
9002;1023755;24
9002;1023772;288
9002;1023777;1802
9002;1023783;14
9002;1023784;31
9002;1023785;7
9002;1023790;212
9002;1023791;8
9002;1023816;23
9002;1023820;2
9002;1023849;506
9002;1023858;7
9002;1023860;64
9002;1023865;133
9002;1023883;343
9002;1023892;255
9002;1023893;174
9002;1023897;373
9002;1023984;587
9002;1024035;288
9002;1024039;610
9002;1024040;108
9002;1024041;163
9002;1024043;3131
9002;1024047;1337
9002;1024048;611
9002;1024051;570
9002;1024057;117
9002;1024058;113
9002;1024089;319
9002;1024090;274
9002;1024106;56
9002;1024139;188
9002;1024181;711
9002;1024182;823
9002;1024183;2359
9002;1024184;476
9002;1024185;738
9002;1024193;43
9002;1024205;78
9002;1024209;1704
9002;1024219;371
9002;1024224;74
9002;1024225;120
9002;1024226;133
9002;1024227;56
9002;1024319;330
9002;1024321;9
9002;1024325;246
9002;1024326;260
9002;1024338;190
9002;1024340;327
9002;1024354;11
9002;1024357;4
9002;1024358;10
9002;1024360;1
9002;1024374;9
9002;1024379;24
9002;1024383;13
9002;1024384;17
9002;1024386;288
9002;1024395;3
9002;1024474;441
9002;1024479;4
9002;1024480;5474
9002;1024483;370
9002;1024515;1489
9002;1024529;10
9002;1024563;596
9002;1024567;13
9002;1024569;6
9002;1024570;288
9002;1024571;9
9002;1024573;17
9002;1024575;1391
9002;1024576;163
9002;1024577;1781
9002;1024579;1553
9002;1024580;1278
9002;1024581;1723
9002;1024582;1340
9002;1024583;1183
9002;1024584;1464
9002;1024609;1546
9002;1024613;50
9002;1024614;107
9002;1024615;15
9002;1024654;614
9002;1024680;12
9002;1024681;53
9002;1024685;44
9002;1024699;72
9002;1024778;16
9002;1024800;815
9002;1024805;28
9002;1024886;342
9002;1024887;242
9002;1024907;110
9002;1024963;667
9002;1024967;877
9002;1024975;288
9002;1024976;15
9002;1024994;13
9002;1024995;156
9002;1024998;19
9002;1025001;5
9002;1025002;281
9002;1025007;34
9002;1025008;805
9002;1025011;1
9002;1025016;205
9002;1025019;154
9002;1025020;63
9002;1025053;126
9002;1025055;104
9002;1025058;13
9002;1025059;23
9002;1025060;1017
9002;1025089;5
9002;1025090;240
9002;1025091;240
9002;1025104;401
9002;1025120;201
9002;1025121;201
9002;1025124;201
9002;1025159;405
9002;1025162;74
9002;1025166;18
9002;1025168;308
9002;1025192;19
9002;1025194;24
9002;1025197;13
9002;1025199;132
9002;1025203;3
9002;1025205;180
9002;1025207;381
9002;1025209;149
9002;1025259;3491
9002;1025262;971
9002;1025276;15
9002;1025277;306
9002;1025278;4
9002;1025317;32
9002;1025324;30
9002;1025361;484
9002;1025362;276
9002;1025363;1167
9002;1025366;44
9002;1025392;5
9002;1025395;200
9002;1025432;90
9002;1025435;85
9002;1025437;794
9002;1025452;221
9002;1025454;48
9002;1025456;11
9002;1025457;275
9002;1025458;13
9002;1025459;492
9002;1025460;196
9002;1025461;36
9002;1025462;545
9002;1025535;28
9002;1025538;607
9002;1025571;288
9002;1025572;126
9002;1025573;292
9002;1025578;288
9002;1025593;288
9002;1025595;763
9002;1025599;5
9002;1025608;49
9002;1025637;22
9002;1025640;23
9002;1025643;39
9002;1025656;266
9002;1025657;756
9002;1025658;5
9002;1025659;42
9002;1025661;196
9002;1025662;68
9002;1025663;136
9002;1025664;2
9002;1025702;35
9002;1025703;31
9002;1025705;198
9002;1025861;63
9002;1025868;30
9002;1025869;6
9002;1025870;4
9002;1025871;58
9002;1025900;24
9002;1025901;1
9002;1025905;95
9002;1025906;83
9002;1025908;42
9002;1025909;38
9002;1025910;7
9002;1025911;40
9002;1025970;16
9002;1025973;460
9002;1025976;13
9002;1026000;944
9002;1026009;10
9002;1026016;144
9002;1026033;138
9002;1026034;3341
9002;1026036;240
9002;1026038;3006
9002;1026039;87
9002;1026042;6980
9002;1026043;5
9002;1026044;1
9002;1026046;172
9002;1026050;1092
9002;1026051;3
9002;1026054;26
9002;1026059;241
9002;1026060;1125
9002;1026067;347
9002;1026068;357
9002;1026070;283
9002;1026072;1591
9002;1026074;365
9002;1026076;364
9002;1026083;94
9002;1026084;165
9002;1026085;80
9002;1026086;35
9002;1026089;98
9002;1026114;14
9002;1026126;248
9002;1026127;393
9002;1026129;97
9002;1026172;600
9002;1026173;160
9002;1026244;375
9002;1026245;43
9002;1026246;39
9002;1026247;123
9002;1026248;309
9002;1026249;5
9002;1026251;706
9002;1026253;41
9002;1026256;107
9002;1026257;11
9002;1026266;152
9002;1026300;1371
9002;1026301;1284
9002;1026303;599
9002;1026304;570
9002;1026305;695
9002;1026306;3617
9002;1026307;700
9002;1026381;7
9002;1026382;180
9002;1026390;26
9002;1026396;144
9002;1026397;2053
9002;1026398;572
9002;1026399;915
9002;1026400;619
9002;1026405;288
9002;1026407;288
9002;1026408;1
9002;1026409;3
9002;1026410;576
9002;1026411;36
9002;1026428;341
9002;1026431;3
9002;1026478;12
9002;1026479;12
9002;1026480;73
9002;1026481;3
9002;1026504;1
9002;1026546;205
9002;1026547;2767
9002;1026566;6
9002;1026577;15
9002;1026578;13
9002;1026579;38
9002;1026581;153
9002;1026605;68
9002;1026626;3
9002;1026633;36
9002;1026659;196
9002;1026665;103
9002;1026666;54
9002;1026667;293
9002;1026699;182
9002;1026704;234
9002;1026731;144
9002;1026732;315
9002;1026734;264
9002;1026735;341
9002;1026738;734
9002;1026759;1
9002;1026760;10
9002;1026763;1
9002;1026765;2
9002;1026766;1
9002;1026767;1
9002;1026769;4
9002;1026798;964
9002;1026800;884
9002;1026801;1211
9002;1026802;1243
9002;1026803;2620
9002;1026804;1830
9002;1026805;170
9002;1026822;24
9002;1026827;287
9002;1026830;277
9002;1026875;63
9002;1026921;72
9002;1026925;371
9002;1026926;9
9002;1026927;768
9002;1026952;23
9002;1026955;35
9002;1026956;270
9002;1026958;10
9002;1026964;1
9002;1026981;138
9002;1027048;159
9002;1027116;1
9002;1027147;188
9002;1027157;1080
9002;1027158;22
9002;1027159;1092
9002;1027160;1895
9002;1027161;1002
9002;1027162;12
9002;1027176;33
9002;1027180;554
9002;1027181;181
9002;1027183;272
9002;1027253;1779
9002;1027254;156
9002;1027255;46
9002;1027256;11
9002;1027257;5
9002;1027258;753
9002;1027259;168
9002;1027295;36
9002;1027296;8
9002;1027300;14
9002;1027301;88
9002;1027320;5
9002;1027321;1
9002;1027325;1483
9002;1027326;1155
9002;1027366;270
9002;1027367;142
9002;1027380;733
9002;1027385;7
9002;1027400;292
9002;1027431;197
9002;1027463;1117
9002;1027464;3329
9002;1027475;2888
9002;1027486;73
9002;1027536;201
9002;1027548;201
9002;1027549;201
9002;1027550;201
9002;1027636;106
9002;1027640;72
9002;1027675;13
9002;1027677;20
9002;1027679;117
9002;1027680;13
9002;1027684;44
9002;1027685;24
9002;1027686;340
9002;1027687;57
9002;1027689;465
9002;1027725;272
9002;1027728;257
9002;1027729;223
9002;1027731;199
9002;1027807;219
9002;1027808;102
9002;1027809;156
9002;1027819;109
9002;1027821;20
9002;1027823;492
9002;1027825;16
9002;1027826;35
9002;1027827;23
9002;1027830;10
9002;1027914;523
9002;1027922;154
9002;1027924;144
9002;1027928;384
9002;1027930;3
9002;1027931;3
9002;1027932;348
9002;1027933;24
9002;1027943;33
9002;1027948;215
9002;1027954;698
9002;1027973;161
9002;1027976;138
9002;1027977;3559
9002;1027978;6
9002;1027980;985
9002;1027981;776
9002;1027983;85
9002;1027986;623
9002;1027994;58
9002;1027998;75
9002;1028026;684
9002;1028061;79
9002;1028062;126
9002;1028063;23
9002;1028068;456
9002;1028073;909
9002;1028076;941
9002;1028077;204
9002;1028079;335
9002;1028086;226
9002;1028096;65
9002;1028102;15
9002;1028105;168
9002;1028109;42
9002;1028110;226
9002;1028111;218
9002;1028117;22
9002;1028118;10
9002;1028124;263
9002;1028132;8
9002;1028177;767
9002;1028178;911
9002;1028202;943
9002;1028203;833
9002;1028226;2491
9002;1028227;2620
9002;1028229;1984
9002;1028230;428
9002;1028232;1292
9002;1028233;1685
9002;1028238;68
9002;1028300;1
9002;1028319;511
9002;1028320;771
9002;1028321;349
9002;1028328;91
9002;1028336;127
9002;1028340;5
9002;1028379;23
9002;1028380;27
9002;1028401;193
9002;1028409;82
9002;1028427;1
9002;1028448;673
9002;1028449;1
9002;1028455;15
9002;1028460;131
9002;1028462;39
9002;1028463;21
9002;1028464;58
9002;1028465;228
9002;1028466;55
9002;1028473;120
9002;1028494;11
9002;1028544;1
9002;1028551;9325
9002;1028552;16580
9002;1028564;5
9002;1028601;2744
9002;1028613;300
9002;1028620;50
9002;1028621;30
9002;1028622;195
9002;1028626;241
9002;1028703;249
9002;1028705;7
9002;1028710;310
9002;1028726;47
9002;1028727;233
9002;1028729;393
9002;1028754;212
9002;1028755;15
9002;1028780;2
9002;1028781;4
9002;1028782;15
9002;1028783;180
9002;1028786;35
9002;1028792;180
9002;1028796;15
9002;1028806;400
9002;1028818;232
9002;1028853;15
9002;1028854;16
9002;1028855;86
9002;1028857;679
9002;1028858;26
9002;1028859;360
9002;1028860;600
9002;1028861;300
9002;1028864;4
9002;1028868;540
9002;1028869;551
9002;1028870;394
9002;1028879;482
9002;1028885;521
9002;1028892;440
9002;1028899;1065
9002;1028902;382
9002;1028903;1658
9002;1028904;21
9002;1028905;461
9002;1028928;30
9002;1028929;2
9002;1028930;2
9002;1028931;1
9002;1028932;1
9002;1028935;13
9002;1028938;32
9002;1028939;1
9002;1028941;632
9002;1028942;48
9002;1028943;124
9002;1028944;32
9002;1028946;43
9002;1028949;45
9002;1028950;295
9002;1028952;96
9002;1028953;309
9002;1028954;167
9002;1028955;92
9002;1028957;321
9002;1028962;1
9002;1028969;731
9002;1028970;1163
9002;1028978;398
9002;1028983;1382
9002;1028987;13
9002;1029003;20
9002;1029015;527
9002;1029038;1758
9002;1029064;111
9002;1029080;1711
9002;1029081;129
9002;1029082;427
9002;1029083;6
9002;1029085;11
9002;1029086;155
9002;1029090;15
9002;1029091;703
9002;1029146;96
9002;1029290;579
9002;1029319;395
9002;1029320;208
9002;1029337;1577
9002;1029338;608
9002;1029339;403
9002;1029340;61
9002;1029341;340
9002;1029342;462
