urun_kod;satici_kod;kategori_kod;umg;mg;marka_kod;klasman_kod;nitelik;durum;ithal;olcu_birimi;koli_ici;paket_ici
1030988;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;120;12
1008935;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1008937;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1027932;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1027933;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1027934;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1027935;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1029989;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;120;12
1029990;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;120;12
1029991;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;120;12
1014514;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1014516;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1008918;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1008926;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1016379;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1016378;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1020895;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1020896;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1022754;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1026822;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1026825;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1027936;10000043;21;2101;210103;1107;210103;Regular;;2;PAK;12;12
1032517;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1032516;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1032513;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1032521;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1032518;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1032520;70000007;21;2101;210103;1544;210103;Regular;;1;PAK;144;12
1000438;10000031;21;2102;210201;1088;210201;Regular;;2;PAK;180;12
1031109;70000015;12;1206;120601;1865;120601;Regular;Z2;4;KL;12;0
1031112;70000015;12;1206;120601;1865;120601;Regular;Z2;4;KL;12;0
1031113;70000015;12;1206;120601;1865;120601;Regular;Z2;4;KL;12;0
1017129;10000031;21;2102;210201;1088;210201;Regular;;2;PAK;180;12
1027046;10000065;21;2102;210201;1095;210201;Regular;;2;PAK;180;12
1009505;10000065;21;2102;210201;1095;210201;Regular;;2;PAK;180;12
1009504;10000065;21;2102;210201;1095;210201;Regular;;2;PAK;180;12
1012198;10000043;21;2102;210201;1107;210201;Regular;;2;PAK;12;12
1008839;10000043;21;2102;210201;1107;210201;Regular;;2;PAK;12;12
1022752;10000612;21;2102;210201;1873;210201;Regular;;2;PAK;12;12
1026830;10000065;21;2102;210202;1095;210202;Regular;;2;PAK;180;12
1031116;70000015;12;1206;120601;1865;120601;Regular;Z2;4;KL;12;0
1031119;70000015;12;1206;120601;1865;120601;Regular;Z2;4;KL;12;0
1030610;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1030609;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1030611;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1030613;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1030612;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1030608;10000166;12;1206;120601;1959;120601;Grup spot;Z2;2;KL;12;0
1026069;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1025005;10000043;21;2102;210202;1107;210202;Regular;;2;PAK;12;12
1025010;10000043;21;2102;210202;1107;210202;Regular;;2;PAK;12;12
1026066;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1026073;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1025011;10000043;21;2102;210202;1107;210202;Regular;;2;PAK;12;12
1020438;10000612;21;2102;210202;1873;210202;Regular;;2;PAK;12;12
1023755;10000612;21;2102;210202;1873;210202;Regular;;2;PAK;12;12
1032435;70000001;21;2102;210202;1533;210202;Regular;;1;PAK;144;12
1032436;70000001;21;2102;210202;1533;210202;Regular;;1;PAK;144;12
1025948;10000031;21;2102;210203;1871;210203;Regular;;2;PAK;504;12
1017975;10000031;21;2102;210203;1088;210203;Regular;;2;PAK;246;12
1018760;10000031;21;2102;210203;1088;210203;Regular;;2;PAK;420;12
1018762;10000031;21;2102;210203;1088;210203;Regular;;2;PAK;420;12
1030446;10000031;21;2102;210203;1088;210203;Regular;;2;PAK;504;12
1003063;10000065;21;2102;210203;1095;210203;Regular;;2;PAK;180;12
1003057;10000065;21;2102;210203;1095;210203;Regular;;2;PAK;180;12
1025332;10000043;21;2102;210203;1107;210203;Regular;;2;PAK;12;12
1027432;10000612;21;2102;210203;1873;210203;Regular;;2;PAK;12;12
1027436;10000612;21;2102;210203;1873;210203;Regular;;2;PAK;12;12
1008966;10000043;21;2102;210207;1107;210207;Regular;;2;PAK;12;12
1020761;10000031;21;2102;210204;1088;210204;Regular;;2;PAK;594;12
1020763;10000031;21;2102;210204;1088;210204;Regular;;2;PAK;594;12
1026832;10000065;21;2102;210204;1095;210204;Regular;;2;PAK;180;12
1026077;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1026071;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1026075;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1020893;10000043;21;2102;210204;1107;210204;Regular;;2;PAK;12;12
1023984;10000059;21;2102;210208;1167;210208;Regular;;2;PAK;288;12
1008963;10000043;21;2102;210208;1107;210208;Regular;;2;PAK;12;12
1008964;10000043;21;2102;210208;1107;210208;Regular;;2;PAK;12;12
1026078;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1026061;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1008965;10000043;21;2102;210208;1107;210208;Regular;;2;PAK;12;12
1022755;10000043;21;2102;210208;1107;210208;Regular;;2;PAK;12;12
1021789;10000612;21;2102;210208;1873;210208;Regular;;2;PAK;12;12
1021003;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1004417;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1026064;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1014385;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1004325;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1021821;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1026062;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1026063;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1009042;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1018559;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1024515;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1018558;10000059;21;2102;210205;1167;210205;Regular;;2;PAK;576;12
1030044;10000031;21;2102;210205;1871;210205;Regular;;2;PAK;180;12
1028319;10000031;21;2102;210205;1871;210205;Regular;;2;PAK;180;12
1026065;10000815;12;1206;120601;1904;120601;Regular;Z2;2;KL;12;0
1024800;10000031;21;2102;210205;1871;210205;Regular;;2;PAK;126;12
1023241;10000582;13;1304;130402;1836;130402;Regular;Z2;2;KL;12;0
1031286;10000508;13;1304;130403;1926;130403;Grup spot;Z2;2;KL;12;0
1031596;10000582;13;1306;130602;1836;130602;Regular;Z2;2;KL;12;0
1000036;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;180;12
1028388;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;180;12
1027327;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;180;12
1022394;10000006;13;1306;130604;1032;130604;Regular;Z2;2;KL;12;0
1023706;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;180;12
1009688;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;150;12
1014219;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;150;12
1012894;10000031;21;2102;210205;1088;210205;Regular;;2;PAK;150;12
1013195;10000065;21;2102;210205;1095;210205;Regular;;2;PAK;180;12
1027255;10000612;21;2102;210205;1873;210205;Regular;;2;PAK;12;12
1034116;10000612;21;2102;210205;1873;210205;Grup spot;;2;PAK;144;12
1030606;10000697;13;1306;130605;1969;130605;Regular;Z2;2;KL;12;0
1022902;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1022904;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1022903;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1028688;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1028687;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1028775;10000697;13;1306;130605;1191;130605;Grup spot;Z2;2;KL;12;0
1019062;10000697;13;1306;130605;1191;130605;Regular;Z2;2;KL;12;0
1012889;10000038;13;1306;130605;1151;130605;Regular;Z2;2;KL;12;0
1025184;10000642;13;1306;130607;1893;130607;Deneme;Z2;2;KL;12;0
1001976;10000453;13;1306;130608;1138;130608;Regular;Z2;2;KL;12;0
1033105;10000807;14;1410;141007;1333;141007;Regular;Z2;2;KL;12;0
1024730;10000021;15;1502;150201;1014;150201;Regular;Z2;2;KL;12;0
1028080;10000694;15;1503;150301;1865;150301;Regular;Z2;3;KL;12;0
1028748;10000694;15;1503;150301;1865;150301;Regular;Z2;3;KL;12;0
1025348;10000707;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1026940;10000707;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1027967;10000599;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1027968;10000599;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1029442;10000707;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1029443;10000707;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1029444;10000707;15;1503;150301;1663;150301;Regular;Z2;3;KL;12;0
1017184;10000051;15;1503;150301;1039;150301;Regular;Z2;2;KL;12;0
1032163;10000031;21;2199;219901;1871;219901;Hediye;;2;PAK;0;12
1032199;10000031;21;2199;219901;1871;219901;Hediye;;2;PAK;0;12
1030589;10000031;21;2199;219901;1871;219901;Hediye;;2;PAK;0;12
1025334;10000031;21;2199;219901;1871;219901;Hediye;;2;PAK;0;12
1004456;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1022758;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1022757;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026668;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026670;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026669;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026662;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026663;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1032291;10000031;21;2199;219901;1088;219901;Hediye;;2;PAK;0;12
1026664;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1011092;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1011094;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1026673;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1026660;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1011093;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1026672;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1031373;10000031;21;2199;219901;1088;219901;Hediye;;2;PAK;0;12
1032589;10000031;21;2199;219901;1088;219901;Hediye;;2;PAK;0;12
1032590;10000031;21;2199;219901;1088;219901;Hediye;;2;PAK;0;12
1023384;10000031;21;2199;219901;1088;219901;Hediye;;2;PAK;0;12
1023545;10000065;21;2199;219901;1095;219901;Hediye;;2;PAK;0;12
1033565;10000043;21;2199;219901;1107;219901;Hediye;;2;PAK;0;12
1018570;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1018567;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1034165;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1018581;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1018573;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1018589;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1018575;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1026671;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1028005;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1029746;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1018576;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1034166;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1027547;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1034167;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1018572;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1029747;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1031560;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1031559;10000100;15;1503;150301;1042;150301;Regular;Z2;2;KL;12;0
1030082;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1030085;10000100;15;1503;150301;1042;150301;Grup spot;Z2;2;KL;12;0
1027548;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1027549;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1027550;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1027000;10000674;15;1503;150301;1429;150301;Regular;Z2;2;KL;12;0
1026999;10000674;15;1503;150301;1429;150301;Regular;Z2;2;KL;12;0
1034170;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1027536;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1034161;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025124;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1025595;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1026997;10000674;15;1503;150301;1429;150301;Regular;Z2;2;KL;12;0
1026998;10000674;15;1503;150301;1429;150301;Regular;Z2;2;KL;12;0
1023006;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1005289;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1023007;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1029770;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1029774;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1029775;10000001;15;1503;150301;1003;150301;Regular;Z2;2;KL;12;0
1029810;10000697;15;1503;150301;1822;150301;Regular;Z2;2;KL;12;0
1029812;10000697;15;1503;150301;1822;150301;Regular;Z2;2;KL;12;0
1029814;10000697;15;1503;150301;1822;150301;Regular;Z2;2;KL;12;0
1029815;10000697;15;1503;150301;1822;150301;Regular;Z2;2;KL;12;0
1017333;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1027128;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1004515;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1024366;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1024364;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1027124;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1017334;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1027131;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1027130;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1025535;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025538;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025569;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025570;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025571;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025572;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025573;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025577;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025578;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025593;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025599;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025120;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025121;10000059;21;2103;210301;1167;210301;Deneme;;2;PAK;288;12
1025608;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034153;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034150;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034160;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025632;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1025637;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034169;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1029419;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1029427;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034162;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033205;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033206;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034168;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033207;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033208;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1029819;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1029823;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1027125;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1033209;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033210;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1033211;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011497;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011482;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034156;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011481;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034152;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011486;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034154;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011492;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1027123;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1011493;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011483;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1034155;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1029824;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1029821;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1029822;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1011500;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011470;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1011472;10000059;21;2103;210301;1167;210301;Regular;;2;PAK;288;12
1031022;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1028868;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028879;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028875;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1031024;10000697;15;1503;150301;1312;150301;Regular;Z2;2;KL;12;0
1012470;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1028870;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028869;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028886;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028885;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028905;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1024028;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1028904;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1024026;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1024029;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1024461;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1028903;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028902;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1028899;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1024462;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1029838;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1027863;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1028892;10000065;21;2103;210301;1095;210301;Regular;;2;PAK;180;12
1029837;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1019719;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1033231;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1001716;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001719;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1027794;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1001724;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001729;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1023263;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1019718;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1001732;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001733;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001735;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001745;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001749;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1006870;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001761;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001763;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001766;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001767;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001780;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1001788;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1004228;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1004230;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1004233;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1004235;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026731;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026732;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1023776;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026735;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026734;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026272;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1016600;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1028607;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1028606;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1018200;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1019444;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1020670;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1023096;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1023774;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031872;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031892;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031898;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031902;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026271;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1026270;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1031905;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031909;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1031910;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033213;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033214;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033215;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033216;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033217;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033218;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033220;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033221;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033222;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033223;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033224;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1033225;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1017734;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1017735;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1026269;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1030706;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1030705;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1016923;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1017817;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1017818;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1016921;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1006539;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1016136;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1033053;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1033055;10000013;15;1503;150301;1104;150301;Grup spot;Z2;2;KL;12;0
1030707;10000013;15;1503;150301;1104;150301;Regular;Z2;2;KL;12;0
1019151;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
1019154;10000043;21;2103;210301;1107;210301;Regular;;2;PAK;12;12
