urun_kod;satici_kod;kategori_kod;umg;mg;marka_kod;klasman_kod;nitelik;durum;ithal;olcu_birimi;koli_ici;paket_ici
1032064;10000692;14;1403;140301;1720;140301;Grup spot;Z2;2;KL;240;0
1013547;70000005;16;1605;160519;1611;160519;Regular;;1;KL;800;100
1018175;70000005;16;1605;160519;1611;160519;Regular;;1;KL;800;0
1024043;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;0
1024049;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;0
1013541;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;100
1024048;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;0
1013543;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;100
1013549;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;800;100
1026145;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026146;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026148;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026149;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026150;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026151;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026153;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1027612;10000059;21;2101;210103;1167;210103;Deneme;Z2;2;PAK;1100;1100
1029587;10000687;21;2101;210102;1865;210102;Regular;Z2;3;PAK;864;864
1029588;10000687;21;2101;210102;1865;210102;Regular;Z2;3;PAK;864;864
1029589;10000687;21;2101;210102;1865;210102;Regular;Z2;3;PAK;864;864
1026154;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026155;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1026156;10000653;21;2101;210103;1865;210103;Regular;Z2;3;KL;768;6
1032985;10000722;12;1202;120203;1663;120203;Sezonluk;Z2;2;KL;720;1
1032986;10000722;12;1202;120203;1663;120203;Sezonluk;Z2;2;KL;720;1
1033960;10000623;16;1605;160520;1881;160520;Regular;;2;KL;640;0
1032308;10000692;14;1403;140301;1720;140301;Grup spot;Z2;2;KL;630;0
1033954;10000623;16;1605;160519;1881;160519;Regular;;2;KL;600;0
1033958;10000623;16;1605;160519;1881;160519;Regular;;2;KL;600;0
1033959;10000623;16;1605;160519;1881;160519;Regular;;2;KL;600;0
1033975;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033974;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033973;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033972;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033976;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033977;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033988;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033990;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033991;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1033989;10000623;16;1605;160519;2013;160519;Regular;;2;KL;600;0
1016919;10000050;20;2002;200205;1300;200205;Regular;;2;KL;600;6
1018174;70000005;16;1605;160520;1611;160520;Regular;;1;KL;576;0
1018177;70000005;16;1605;160519;1611;160519;Regular;;1;KL;576;0
1018179;70000005;16;1605;160519;1611;160519;Regular;;1;KL;576;0
1019468;70000005;16;1605;160519;1611;160519;Regular;;1;KL;576;0
1019471;70000005;16;1605;160519;1611;160519;Regular;;1;KL;576;0
1024050;70000005;16;1605;160519;1611;160519;Regular;;1;KL;576;0
1011805;70000001;21;2102;210201;1533;210201;Regular;;1;KL;576;24
1011761;70000001;21;2102;210203;1533;210203;Regular;;1;KL;576;24
1032309;10000692;14;1403;140301;1720;140301;Grup spot;Z2;2;KL;576;0
1024046;70000005;16;1605;160520;1611;160520;Regular;Z2;1;KL;576;0
1024047;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1018176;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1018178;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1019467;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1019469;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1019473;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;576;0
1025739;10000137;20;2002;200203;1237;200203;Regular;Z2;2;KL;576;24
1032501;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1032505;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1032507;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1032510;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1032512;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1032515;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;576;24
1028568;70000001;21;2104;210403;1533;210403;Regular;Z2;1;KL;576;24
1019479;70000005;16;1605;160520;1611;160520;Regular;Z2;1;KL;560;0
1025951;10000031;21;2102;210203;1871;210203;Regular;Z2;2;KL;504;504
1025955;10000031;21;2102;210203;1871;210203;Regular;Z2;2;KL;504;3
1025953;10000031;21;2102;210203;1871;210203;Regular;Z2;2;KL;504;3
1029177;10000006;13;1399;139901;1032;139901;Hediye;;2;KL;500;0
1028234;10000676;16;1604;160401;1865;160401;Regular;;3;KL;500;0
1029590;10000687;21;2101;210102;1865;210102;Regular;Z2;3;PAK;864;864
1029591;10000687;21;2101;210102;1865;210102;Regular;Z2;3;PAK;864;864
1028235;10000676;16;1604;160401;1865;160401;Regular;;3;KL;500;0
1026798;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1026800;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1026801;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1026802;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1028226;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1028227;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1028228;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1028232;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1028233;10000676;16;1605;160519;1865;160519;Regular;;3;KL;500;0
1026803;10000676;16;1605;160519;1865;160519;Regular;Z2;3;KL;500;0
1026804;10000676;16;1605;160519;1865;160519;Regular;Z2;3;KL;500;0
1026805;10000676;16;1605;160519;1865;160519;Regular;Z2;3;KL;500;0
1028229;10000676;16;1605;160519;1865;160519;Regular;Z2;3;KL;500;0
1028230;10000676;16;1605;160519;1865;160519;Regular;Z2;3;KL;500;0
1009637;10000006;16;1601;160101;1123;160101;Regular;;2;KL;480;24
1028576;70000001;21;2101;210102;1533;210102;Regular;Z2;1;KL;480;24
1021410;10000529;16;1607;160701;1447;160701;Regular;Z3;2;KL;480;0
1028865;10000020;21;2102;210202;1056;210202;Regular;Z2;2;KL;441;3
1024290;70000001;21;2102;210205;1533;210205;Regular;Z2;1;KL;432;0
1031352;10000084;12;1201;120102;1306;120102;Grup spot;;2;KL;400;20
1025771;10000137;20;2002;200217;1237;200217;Regular;Z2;2;KL;400;50
1014638;70000007;21;2102;210201;1544;210201;Regular;;1;KL;384;32
1025748;10000137;20;2002;200221;1237;200221;Regular;Z2;2;KL;384;48
1025756;10000137;20;2002;200221;1237;200221;Regular;Z2;2;KL;384;30
1000087;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;18
1030904;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;0
1030905;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;0
1030909;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;0
1000094;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;18
1000095;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;18
1000096;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;18
1030908;10000044;14;1408;140801;1141;140801;Regular;;2;KL;360;0
1009627;10000659;16;1604;160403;1488;160403;Regular;;2;KL;360;15
1033993;10000623;16;1605;160520;2013;160520;Regular;;2;KL;360;0
1033995;10000623;16;1605;160520;2013;160520;Regular;;2;KL;360;0
1033992;10000623;16;1605;160520;2013;160520;Regular;;2;KL;360;0
1033994;10000623;16;1605;160520;2013;160520;Regular;;2;KL;360;0
1026600;10000044;14;1408;140801;1669;140801;Regular;Z2;2;KL;360;0
1000088;10000044;14;1408;140801;1141;140801;Regular;Z2;2;KL;360;18
1022562;10000557;17;1702;170204;1795;170204;Regular;Z2;2;KL;360;18
1025749;10000137;20;2002;200221;1237;200221;Regular;Z2;2;KL;360;12
1025770;10000137;20;2002;200803;1237;200803;Regular;Z2;2;KL;360;12
1000113;10000044;14;1412;141201;1091;141201;Regular;;2;KL;320;20
1000114;10000044;14;1412;141201;1091;141201;Regular;;2;KL;320;20
1033997;10000623;16;1606;160602;2013;160602;Regular;;2;KL;320;0
1033970;10000623;16;1605;160525;2013;160525;Regular;;2;KL;320;0
1033961;10000623;16;1605;160520;1881;160520;Regular;;2;KL;320;0
1032829;10000688;16;1605;160519;2003;160519;Regular;;2;KL;320;80
1033670;10000688;16;1605;160519;2003;160519;Regular;;2;KL;320;0
1032807;10000688;16;1605;160519;2003;160519;Regular;;2;KL;320;0
1025755;10000137;20;2002;200208;1237;200208;Regular;Z2;2;KL;320;40
1032828;10000688;16;1605;160519;2003;160519;Regular;Z3;2;KL;320;80
1030951;10000044;14;1412;141201;1974;141201;Regular;;2;KL;300;0
1033968;10000623;16;1605;160512;2013;160512;Regular;;2;KL;300;0
1033967;10000623;16;1605;160512;2013;160512;Regular;;2;KL;300;0
1009426;10000453;19;1910;191001;1121;191001;Regular;;2;KL;300;0
1031056;10000797;20;2005;200211;1049;200211;Regular;Z2;2;KL;300;1
1008992;10000008;18;1803;180310;1001;180310;Regular;Z2;2;KL;300;300
1031030;10000797;21;2104;210408;1049;210408;Regular;Z2;2;KL;300;1
1023456;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023467;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023468;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023469;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023470;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023466;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023451;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023452;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023454;10000797;21;2101;210101;1049;210101;Regular;Z2;2;KL;300;3
1023437;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1023460;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1023441;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1026646;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1026648;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1027818;10000797;21;2101;210103;1049;210103;Regular;Z2;2;KL;300;3
1028517;10000797;21;2104;210401;1049;210401;Grup spot;Z2;2;KL;300;3
1028525;10000797;20;2002;200801;1049;200801;Grup spot;Z2;2;KL;300;5
1025210;10000797;21;2102;210203;1049;210203;Regular;Z2;2;KL;300;5
1028698;10000797;21;2102;210203;1049;210203;Regular;Z2;2;KL;300;5
1029452;10000797;20;2005;200211;1049;200211;Grup spot;Z2;2;KL;300;6
1029451;10000797;20;2005;200211;1049;200211;Grup spot;Z2;2;KL;300;6
1019353;10000453;19;1910;191001;1121;191001;Regular;Z3;2;KL;300;0
1019354;10000453;19;1910;191001;1121;191001;Regular;Z3;2;KL;300;0
1028949;10000025;11;1102;110205;1131;110205;Regular;;2;KL;288;40
1030952;10000044;14;1412;141201;1974;141201;Regular;;2;KL;288;0
1034047;10000104;16;1607;160701;1310;160701;Regular;;2;KL;288;0
1013556;70000005;16;1604;160401;1611;160401;Regular;;1;KL;288;24
1002806;10000100;16;1604;160403;1011;160403;Regular;;2;KL;288;12
1031788;10000025;16;1605;160512;1131;160512;Regular;;2;KL;288;0
1017961;70000015;20;2002;200202;1663;200202;Regular;;4;KL;288;0
1030138;70000015;20;2002;200204;1865;200204;Regular;;4;KL;288;24
1030139;70000015;20;2002;200204;1865;200204;Regular;;4;KL;288;24
1017956;70000015;20;2002;200205;1663;200205;Regular;;4;KL;288;24
1030134;70000015;20;2002;200221;1865;200221;Regular;;4;KL;288;24
1030135;70000015;20;2002;200221;1865;200221;Regular;;4;KL;288;24
1030137;70000015;20;2002;200214;1865;200214;Regular;;4;KL;288;24
1030136;70000015;20;2002;200215;1865;200215;Regular;;4;KL;288;24
1030133;70000015;20;2002;200805;1865;200805;Regular;;4;KL;288;24
1030125;70000015;20;2002;200217;1865;200217;Regular;;4;KL;288;24
1030126;70000015;20;2002;200217;1865;200217;Regular;;4;KL;288;24
1016794;10000061;20;2005;200501;1703;200501;Regular;;2;KL;288;6
1027994;10000061;20;2005;200501;1703;200501;Regular;;2;KL;288;6
1016799;10000061;20;2005;200501;1703;200501;Regular;;2;KL;288;6
1027463;10000690;20;2006;200601;1663;200601;Regular;;3;KL;288;0
1027464;10000690;20;2006;200601;1663;200601;Regular;;3;KL;288;0
1027475;10000690;20;2006;200604;1663;200604;Regular;;3;KL;288;0
1014649;70000007;21;2102;210207;1544;210207;Regular;;1;KL;288;24
1032434;70000001;21;2104;210408;1533;210408;Regular;;1;KL;288;24
1011816;10000025;23;2311;231101;1131;231101;Regular;;2;KL;288;2
1033479;10000813;14;1412;141201;1173;141201;Regular;Z2;2;KL;288;0
1013436;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;288;0
1013538;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;288;0
1019481;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;288;0
1019476;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;288;0
1019478;70000005;16;1605;160519;1611;160519;Regular;Z2;1;KL;288;0
1022395;10000411;19;1909;190902;1610;190902;Regular;Z2;2;KL;288;0
1030131;70000015;20;2002;200203;1865;200203;Regular;Z2;4;KL;288;24
1030127;70000015;20;2002;200203;1865;200203;Regular;Z2;4;KL;288;24
1025754;10000137;20;2002;200208;1237;200208;Regular;Z2;2;KL;288;36
1030124;70000015;20;2002;200221;1865;200221;Regular;Z2;4;KL;288;24
1030132;70000015;20;2002;200805;1865;200805;Regular;Z2;4;KL;288;24
1017959;70000015;20;2005;200212;1663;200212;Regular;Z2;4;KL;288;0
1016793;10000061;20;2005;200501;1703;200501;Regular;Z2;2;KL;288;6
1016795;10000061;20;2005;200501;1703;200501;Regular;Z2;2;KL;288;6
1032503;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;288;24
1032506;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;288;24
1032508;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;288;24
1032511;70000007;21;2101;210102;1544;210102;Regular;Z2;1;KL;288;24
1032538;70000001;21;2101;210102;1533;210102;Regular;Z2;1;KL;288;24
1032552;70000001;21;2101;210103;1533;210103;Regular;Z2;1;KL;288;24
1032430;70000001;21;2101;210103;1533;210103;Regular;Z2;1;KL;288;24
1032431;70000001;21;2101;210103;1533;210103;Regular;Z2;1;KL;288;24
1032432;70000001;21;2101;210103;1533;210103;Regular;Z2;1;KL;288;24
1024291;70000001;21;2102;210205;1533;210205;Regular;Z2;1;KL;288;0
1024289;70000001;21;2102;210205;1533;210205;Regular;Z2;1;KL;288;0
1024418;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024419;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024420;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024421;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024422;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024423;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024424;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024425;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024426;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024427;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024428;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024429;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024430;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026516;10000059;21;2102;210203;1988;210203;Deneme;Z2;2;PAK;0;800
1026517;10000059;21;2102;210203;1988;210203;Deneme;Z2;2;PAK;0;800
1026520;10000059;21;2102;210203;1988;210203;Deneme;Z2;2;PAK;0;800
1024431;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024434;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026521;10000059;21;2102;210203;1988;210203;Deneme;Z2;2;PAK;0;800
1026522;10000059;21;2102;210203;1988;210203;Deneme;Z2;2;PAK;0;800
1029672;10000687;21;2101;210103;1865;210103;Regular;Z2;3;PAK;720;720
1029673;10000687;21;2101;210103;1865;210103;Regular;Z2;3;PAK;720;720
1029674;10000687;21;2101;210103;1865;210103;Regular;Z2;3;PAK;720;720
1029675;10000687;21;2101;210103;1865;210103;Regular;Z2;3;PAK;720;720
1023310;10000137;20;2002;200301;1237;200301;Regular;Z2;2;PAK;672;672
1026243;10000020;21;2102;210208;1056;210208;Regular;Z2;2;PAK;630;630
1027353;10000031;21;2102;210201;1871;210201;Regular;Z2;2;PAK;594;594
1028313;10000031;21;2102;210201;1871;210201;Regular;Z2;2;PAK;594;594
1024435;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024436;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028314;10000031;21;2102;210201;1871;210201;Regular;Z2;2;PAK;594;594
1028315;10000031;21;2102;210201;1871;210201;Regular;Z2;2;PAK;594;594
1028316;10000031;21;2102;210201;1871;210201;Regular;Z2;2;PAK;594;594
1021728;10000031;21;2102;210204;1871;210204;Regular;Z2;2;PAK;0;594
1021729;10000031;21;2102;210204;1871;210204;Regular;Z2;2;PAK;0;594
1021730;10000031;21;2102;210204;1871;210204;Regular;Z2;2;PAK;0;594
1021731;10000031;21;2102;210204;1871;210204;Regular;Z2;2;PAK;0;594
1021732;10000031;21;2102;210204;1871;210204;Regular;Z2;2;PAK;0;594
1020760;10000031;21;2102;210204;1088;210204;Regular;Z2;2;PAK;1;594
1026467;10000059;21;2102;210208;1167;210208;Regular;Z2;2;PAK;576;576
1004320;10000059;21;2102;210205;1167;210205;Deneme;Z2;2;PAK;1;576
1004322;10000059;21;2102;210205;1167;210205;Deneme;Z2;2;PAK;1;576
1004321;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;1;576
1009041;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;1;576
1016266;10000059;21;2102;210205;1167;210205;Deneme;Z2;2;PAK;1;576
1018560;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;1;576
1023986;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;12;576
1023985;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;12;576
1018557;10000059;21;2102;210205;1167;210205;Regular;Z2;2;PAK;1;576
1024437;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024438;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024439;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024440;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024441;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024442;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024432;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024433;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024443;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024861;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024862;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024864;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024868;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024870;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024872;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024874;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024877;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024879;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024880;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024881;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024882;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024883;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1024884;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025706;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025707;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025708;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025709;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025710;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025711;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025712;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025784;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025714;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025715;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025716;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025717;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025718;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025719;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025720;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025721;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025722;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025723;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025724;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025725;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025726;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025727;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025728;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025729;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025783;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025839;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025840;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025841;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025842;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025843;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025844;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025845;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025846;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025847;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025848;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025849;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025850;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025852;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025853;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025854;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025855;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025856;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026564;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026566;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026567;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026568;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026569;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026571;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026572;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026573;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026575;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1026576;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028496;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028497;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028498;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028499;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028500;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028501;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1027169;10000653;21;2103;210301;1865;210301;Grup spot;Z2;3;KL;288;6
1028502;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028503;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028504;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028505;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028506;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028507;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028508;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1028509;10000653;21;2103;210301;1865;210301;Regular;Z2;3;KL;288;6
1025238;10000653;21;2103;210301;1516;210301;Regular;Z2;3;KL;288;6
1025275;10000653;21;2103;210301;1516;210301;Regular;Z2;3;KL;288;6
1026833;10000653;21;2104;210401;1865;210401;Regular;Z2;3;KL;288;3
1013555;70000005;16;1604;160406;1611;160406;Regular;Z2;1;KL;288;24
1024035;10000025;11;1103;110301;1131;110301;Regular;Z3;2;KL;288;1
1025060;10000025;16;1605;160512;1131;160512;Regular;Z3;2;KL;288;0
1024106;10000025;23;2304;230401;1131;230401;Regular;Z3;2;KL;288;10
1023419;10000797;20;2005;200501;1049;200501;Regular;Z2;2;KL;285;3
1028515;10000797;20;2005;200503;1049;200503;Grup spot;Z2;2;KL;270;3
1023426;10000797;21;2102;210207;1049;210207;Regular;Z2;2;KL;270;3
1023427;10000797;21;2102;210207;1049;210207;Regular;Z2;2;KL;270;3
1026639;10000797;21;2102;210205;1049;210205;Regular;Z2;2;KL;264;3
1025923;10000653;21;2103;210302;1865;210302;Regular;Z2;3;KL;264;0
1025924;10000653;21;2103;210302;1865;210302;Regular;Z2;3;KL;264;0
1025925;10000653;21;2103;210302;1865;210302;Regular;Z2;3;KL;264;0
